,Latitude,Longitude,WnvPresent
197,41.692555,-87.598865,0
198,41.692555,-87.598865,0
199,41.94016,-87.794896,0
200,41.903002,-87.68826700000001,0
201,41.95469,-87.800991,0
202,41.95469,-87.800991,0
203,41.994991,-87.769279,0
204,41.994991,-87.769279,0
205,41.974089,-87.824812,0
206,41.9216,-87.666455,0
207,41.9216,-87.666455,0
208,41.891118,-87.65449100000001,0
209,41.891118,-87.65449100000001,0
210,41.867108,-87.654224,0
211,41.921965,-87.632085,0
212,41.921965,-87.632085,0
213,41.688324,-87.676709,0
214,41.688324,-87.676709,0
215,41.731922,-87.677512,0
216,41.731922,-87.677512,0
217,41.731922,-87.677512,0
218,41.891126,-87.61156,0
219,41.891126,-87.61156,0
220,42.01743,-87.68776899999999,0
221,41.981964000000005,-87.812827,0
222,41.944869,-87.832763,0
223,42.011601,-87.81150600000001,0
224,41.94983,-87.69845699999999,0
225,41.986921,-87.689778,0
226,41.986921,-87.689778,0
227,41.986921,-87.689778,0
228,41.723195000000004,-87.64997,0
229,41.868077,-87.666901,0
230,41.868077,-87.666901,0
231,41.869215999999994,-87.627561,0
232,41.662014,-87.72460799999999,0
233,41.662014,-87.72460799999999,0
234,41.662014,-87.72460799999999,0
235,41.953067,-87.776792,0
236,41.953067,-87.776792,0
237,41.878114000000004,-87.629798,0
238,41.958271,-87.702575,0
239,41.994469,-87.667736,0
240,41.994469,-87.667736,0
241,41.916265,-87.800515,0
242,41.916265,-87.800515,0
243,41.846075,-87.716277,0
244,41.918704999999996,-87.752329,0
245,41.682587,-87.707973,0
246,41.682587,-87.707973,0
247,41.948167,-87.730698,0
248,41.964242,-87.757639,0
249,41.990284,-87.797127,0
250,42.008314,-87.77792099999999,0
251,42.008314,-87.77792099999999,0
252,41.991429,-87.747113,0
253,41.921177,-87.79518,0
254,41.921177,-87.79518,0
255,41.857402,-87.694991,0
256,41.868142,-87.696269,0
257,41.868142,-87.696269,0
258,41.846283,-87.656913,0
259,41.721474,-87.648064,0
260,41.869107,-87.69629300000001,0
261,41.719059,-87.675088,0
262,41.719059,-87.675088,0
263,41.923738,-87.785288,0
264,41.923738,-87.785288,0
265,41.970248,-87.787992,0
266,41.970248,-87.787992,0
267,42.010412,-87.66214000000001,0
268,41.899229999999996,-87.716788,0
269,41.899229999999996,-87.716788,0
270,41.942114000000004,-87.776385,0
271,41.960615999999995,-87.777189,0
272,41.883284,-87.705085,0
273,41.883284,-87.705085,0
274,41.704336,-87.70373599999999,0
275,41.95469,-87.800991,0
276,41.95469,-87.800991,0
277,41.95469,-87.800991,0
278,41.994991,-87.769279,0
279,41.974089,-87.824812,0
280,41.974089,-87.824812,0
281,41.974089,-87.824812,0
282,41.9216,-87.666455,0
283,41.9216,-87.666455,0
284,41.891118,-87.65449100000001,0
285,41.891118,-87.65449100000001,0
286,41.891118,-87.65449100000001,0
287,41.867108,-87.654224,0
288,41.867108,-87.654224,0
289,41.896282,-87.655232,0
290,41.896282,-87.655232,0
291,41.921965,-87.632085,0
292,41.921965,-87.632085,0
293,41.688324,-87.676709,0
294,41.688324,-87.676709,0
295,41.688324,-87.676709,0
296,41.688324,-87.676709,0
297,41.688324,-87.676709,0
298,41.688324,-87.676709,0
299,41.688324,-87.676709,0
300,41.688324,-87.676709,0
301,41.688324,-87.676709,0
302,41.862292,-87.64886,0
303,41.862292,-87.64886,0
304,41.720848,-87.666014,0
305,41.731922,-87.677512,0
306,41.731922,-87.677512,0
307,41.731922,-87.677512,0
308,41.999128999999996,-87.795585,0
309,42.01743,-87.68776899999999,0
310,42.01743,-87.68776899999999,0
311,42.01743,-87.68776899999999,0
312,41.981964000000005,-87.812827,0
313,41.981964000000005,-87.812827,0
314,41.944869,-87.832763,0
315,41.944869,-87.832763,0
316,41.944869,-87.832763,0
317,41.944869,-87.832763,0
318,42.011601,-87.81150600000001,0
319,42.011601,-87.81150600000001,0
320,42.011601,-87.81150600000001,0
321,42.011601,-87.81150600000001,0
322,42.011601,-87.81150600000001,0
323,41.94983,-87.69845699999999,0
324,41.979243,-87.750938,0
325,41.979243,-87.750938,0
326,41.986921,-87.689778,0
327,41.986921,-87.689778,0
328,41.801497999999995,-87.763416,0
329,41.906638,-87.701431,0
330,41.723195000000004,-87.64997,0
331,41.723195000000004,-87.64997,0
332,41.868077,-87.666901,0
333,41.868077,-87.666901,0
334,41.869215999999994,-87.627561,0
335,41.869215999999994,-87.627561,0
336,41.662014,-87.72460799999999,0
337,41.662014,-87.72460799999999,0
338,41.662014,-87.72460799999999,0
339,41.961743,-87.76007,0
340,41.953067,-87.776792,0
341,41.953067,-87.776792,0
342,41.878114000000004,-87.629798,0
343,41.878114000000004,-87.629798,0
344,41.958271,-87.702575,0
345,41.958271,-87.702575,0
346,41.958271,-87.702575,0
347,42.006858,-87.675919,0
348,41.916265,-87.800515,0
349,41.916265,-87.800515,0
350,41.682587,-87.707973,0
351,41.682587,-87.707973,0
352,41.682587,-87.707973,0
353,41.682587,-87.707973,0
354,41.682587,-87.707973,0
355,41.682587,-87.707973,0
356,41.725516999999996,-87.61425799999999,0
357,41.948167,-87.730698,0
358,41.948167,-87.730698,0
359,41.953705,-87.733974,0
360,41.964242,-87.757639,0
361,41.990284,-87.797127,0
362,41.990284,-87.797127,0
363,42.008314,-87.77792099999999,0
364,42.008314,-87.77792099999999,0
365,42.008314,-87.77792099999999,0
366,41.921177,-87.79518,0
367,41.857402,-87.694991,0
368,41.857402,-87.694991,0
369,41.868142,-87.696269,0
370,41.868142,-87.696269,0
371,41.721474,-87.648064,0
372,41.869107,-87.69629300000001,0
373,41.869107,-87.69629300000001,0
374,41.719059,-87.675088,0
375,41.719059,-87.675088,0
376,41.923738,-87.785288,0
377,41.923738,-87.785288,0
378,41.970248,-87.787992,0
379,41.970248,-87.787992,0
380,41.899229999999996,-87.716788,0
381,41.899229999999996,-87.716788,0
382,41.899229999999996,-87.716788,0
383,41.692555,-87.598865,0
384,41.692555,-87.598865,0
385,41.692555,-87.598865,0
386,41.903002,-87.68826700000001,0
387,41.903002,-87.68826700000001,0
388,41.962728000000006,-87.748367,0
389,41.836644,-87.677737,0
390,41.837084999999995,-87.729384,0
391,41.911823999999996,-87.726737,0
392,41.823065,-87.67837800000001,0
393,41.823065,-87.67837800000001,0
394,41.801179,-87.679447,0
395,41.801179,-87.679447,0
396,41.800737,-87.71188000000001,0
397,41.778296999999995,-87.752411,0
398,41.778296999999995,-87.752411,0
399,41.778296999999995,-87.752411,0
400,41.77166,-87.703047,0
401,41.759346,-87.745602,0
402,41.768388,-87.678649,0
403,41.768388,-87.678649,0
404,41.768388,-87.678649,0
405,41.797616,-87.797894,0
406,41.781416,-87.77653199999999,0
407,41.773215,-87.60088,0
408,41.773215,-87.60088,0
409,41.822536,-87.66634300000001,0
410,41.799282,-87.585487,0
411,41.794781,-87.615989,0
412,41.778748,-87.586427,0
413,41.766202,-87.562889,0
414,41.766202,-87.562889,0
415,41.754676,-87.612922,0
416,41.754676,-87.612922,0
417,41.821582,-87.62779599999999,0
418,41.821582,-87.62779599999999,0
419,41.803422999999995,-87.642984,0
420,41.803422999999995,-87.642984,0
421,41.803422999999995,-87.642984,0
422,41.754292,-87.590773,0
423,41.754292,-87.590773,0
424,41.798697,-87.736812,0
425,41.798697,-87.736812,0
426,41.776156,-87.778927,0
427,41.95469,-87.800991,0
428,41.95469,-87.800991,0
429,41.95469,-87.800991,0
430,41.994991,-87.769279,0
431,41.994991,-87.769279,0
432,41.974089,-87.824812,0
433,41.974089,-87.824812,0
434,41.9216,-87.666455,0
435,41.9216,-87.666455,0
436,41.891118,-87.65449100000001,0
437,41.891118,-87.65449100000001,0
438,41.891118,-87.65449100000001,0
439,41.891118,-87.65449100000001,0
440,41.867108,-87.654224,0
441,41.867108,-87.654224,0
442,41.896282,-87.655232,0
443,41.919343,-87.694259,0
444,41.921965,-87.632085,0
445,41.921965,-87.632085,0
446,41.688324,-87.676709,0
447,41.688324,-87.676709,0
448,41.862292,-87.64886,0
449,41.862292,-87.64886,0
450,41.891126,-87.61156,0
451,41.999128999999996,-87.795585,0
452,41.999128999999996,-87.795585,0
453,42.01743,-87.68776899999999,0
454,42.01743,-87.68776899999999,0
455,41.907645,-87.760886,0
456,41.944869,-87.832763,0
457,41.944869,-87.832763,0
458,42.011601,-87.81150600000001,0
459,42.011601,-87.81150600000001,0
460,42.011601,-87.81150600000001,0
461,41.94983,-87.69845699999999,0
462,41.979243,-87.750938,0
463,41.979243,-87.750938,0
464,41.986921,-87.689778,0
465,41.986921,-87.689778,0
466,41.986921,-87.689778,0
467,41.801497999999995,-87.763416,0
468,41.801497999999995,-87.763416,0
469,41.906638,-87.701431,0
470,41.961743,-87.76007,0
471,41.953067,-87.776792,0
472,41.958271,-87.702575,0
473,41.958271,-87.702575,0
474,41.958271,-87.702575,0
475,41.932094,-87.700117,0
476,42.006858,-87.675919,0
477,42.006858,-87.675919,0
478,41.916265,-87.800515,0
479,41.916265,-87.800515,0
480,41.916265,-87.800515,0
481,41.846075,-87.716277,0
482,41.948167,-87.730698,0
483,41.948167,-87.730698,0
484,41.948167,-87.730698,0
485,41.963976,-87.69181,0
486,41.963976,-87.69181,0
487,41.953705,-87.733974,0
488,41.964242,-87.757639,0
489,41.964242,-87.757639,0
490,41.990284,-87.797127,0
491,42.008314,-87.77792099999999,0
492,42.008314,-87.77792099999999,0
493,42.008314,-87.77792099999999,0
494,41.991429,-87.747113,0
495,41.921177,-87.79518,0
496,41.921177,-87.79518,0
497,41.857402,-87.694991,0
498,41.868142,-87.696269,0
499,41.846283,-87.656913,0
500,41.923738,-87.785288,0
501,41.970248,-87.787992,0
502,41.899229999999996,-87.716788,0
503,41.899229999999996,-87.716788,0
504,41.899229999999996,-87.716788,0
505,41.899229999999996,-87.716788,0
506,41.692555,-87.598865,0
507,41.94016,-87.794896,0
508,41.94016,-87.794896,0
509,41.960615999999995,-87.777189,0
510,41.883284,-87.705085,0
511,41.883284,-87.705085,0
512,41.883284,-87.705085,0
513,41.836644,-87.677737,0
514,41.837084999999995,-87.729384,0
515,41.837084999999995,-87.729384,0
516,41.837084999999995,-87.729384,0
517,41.837084999999995,-87.729384,0
518,41.837084999999995,-87.729384,0
519,41.911823999999996,-87.726737,0
520,41.823065,-87.67837800000001,0
521,41.801179,-87.679447,0
522,41.800737,-87.71188000000001,0
523,41.800737,-87.71188000000001,0
524,41.800737,-87.71188000000001,0
525,41.778296999999995,-87.752411,0
526,41.778296999999995,-87.752411,0
527,41.82561,-87.726549,0
528,41.82561,-87.726549,0
529,41.673408,-87.599862,0
530,41.726465000000005,-87.585413,0
531,41.726465000000005,-87.585413,0
532,41.726465000000005,-87.585413,0
533,41.726465000000005,-87.585413,0
534,41.726465000000005,-87.585413,0
535,41.678618,-87.559308,0
536,41.678618,-87.559308,0
537,41.678618,-87.559308,0
538,41.678618,-87.559308,0
539,41.678618,-87.559308,0
540,41.678618,-87.559308,0
541,41.737052,-87.54306700000001,0
542,41.737052,-87.54306700000001,0
543,41.737052,-87.54306700000001,0
544,41.740641,-87.546587,0
545,41.740641,-87.546587,0
546,41.740641,-87.546587,0
547,41.680946,-87.535198,0
548,41.680946,-87.535198,0
549,41.680946,-87.535198,0
550,41.680946,-87.535198,0
551,41.680946,-87.535198,0
552,41.686398,-87.531635,0
553,41.686398,-87.531635,1
554,41.686398,-87.531635,0
555,41.686398,-87.531635,0
556,41.862292,-87.64886,0
557,41.878114000000004,-87.629798,0
558,41.994469,-87.667736,0
559,41.868142,-87.696269,0
560,41.970248,-87.787992,0
561,41.836644,-87.677737,0
562,41.801179,-87.679447,0
563,41.800737,-87.71188000000001,0
564,41.778296999999995,-87.752411,0
565,41.77166,-87.703047,0
566,41.781416,-87.77653199999999,0
567,41.822536,-87.66634300000001,0
568,41.798697,-87.736812,0
569,41.82561,-87.726549,0
570,41.726465000000005,-87.585413,0
571,41.726465000000005,-87.585413,0
572,41.726465000000005,-87.585413,0
573,41.726465000000005,-87.585413,0
574,41.678618,-87.559308,0
575,41.678618,-87.559308,0
576,41.678618,-87.559308,0
577,41.678618,-87.559308,0
578,41.678618,-87.559308,0
579,41.737052,-87.54306700000001,0
580,41.737052,-87.54306700000001,0
581,41.740641,-87.546587,0
582,41.740641,-87.546587,0
583,41.740641,-87.546587,0
584,41.740641,-87.546587,0
585,41.680946,-87.535198,0
586,41.680946,-87.535198,0
587,41.680946,-87.535198,0
588,41.680946,-87.535198,0
589,41.680946,-87.535198,0
590,41.680946,-87.535198,0
591,41.680946,-87.535198,0
592,41.680946,-87.535198,0
593,41.680946,-87.535198,0
594,41.680946,-87.535198,0
595,41.680946,-87.535198,0
596,41.680946,-87.535198,0
597,41.686398,-87.531635,0
598,41.686398,-87.531635,0
599,41.686398,-87.531635,0
600,41.686398,-87.531635,0
601,41.673408,-87.599862,0
602,41.673408,-87.599862,0
603,41.673408,-87.599862,1
604,41.673408,-87.599862,0
605,41.673408,-87.599862,0
606,41.673408,-87.599862,0
607,41.673408,-87.599862,0
608,41.673408,-87.599862,0
609,41.673408,-87.599862,0
610,41.673408,-87.599862,0
611,41.673408,-87.599862,1
612,41.673408,-87.599862,0
613,41.673408,-87.599862,0
614,41.673408,-87.599862,0
615,41.673408,-87.599862,0
616,41.673408,-87.599862,0
617,41.673408,-87.599862,0
618,41.673408,-87.599862,1
619,41.673408,-87.599862,0
620,41.673408,-87.599862,0
621,41.673408,-87.599862,0
622,41.673408,-87.599862,0
623,41.673408,-87.599862,0
624,41.673408,-87.599862,0
625,41.673408,-87.599862,0
626,41.673408,-87.599862,0
627,41.673408,-87.599862,0
628,41.673408,-87.599862,0
629,41.673408,-87.599862,0
630,41.673408,-87.599862,0
631,41.673408,-87.599862,0
632,41.673408,-87.599862,0
633,41.673408,-87.599862,0
634,41.673408,-87.599862,0
635,41.673408,-87.599862,0
636,41.673408,-87.599862,0
637,41.673408,-87.599862,0
638,41.673408,-87.599862,0
639,41.673408,-87.599862,0
640,41.673408,-87.599862,0
641,41.673408,-87.599862,0
642,41.673408,-87.599862,0
643,41.673408,-87.599862,0
644,41.673408,-87.599862,0
645,41.673408,-87.599862,0
646,41.673408,-87.599862,0
647,41.673408,-87.599862,0
648,41.673408,-87.599862,0
649,41.673408,-87.599862,0
650,41.673408,-87.599862,0
651,41.673408,-87.599862,0
652,41.673408,-87.599862,0
653,41.673408,-87.599862,0
654,41.673408,-87.599862,0
655,41.673408,-87.599862,0
656,41.673408,-87.599862,0
657,41.673408,-87.599862,0
658,41.673408,-87.599862,0
659,41.673408,-87.599862,0
660,41.673408,-87.599862,1
661,41.673408,-87.599862,1
662,41.673408,-87.599862,0
663,41.673408,-87.599862,0
664,41.673408,-87.599862,0
665,41.726465000000005,-87.585413,0
666,41.726465000000005,-87.585413,0
667,41.726465000000005,-87.585413,0
668,41.726465000000005,-87.585413,0
669,41.726465000000005,-87.585413,0
670,41.726465000000005,-87.585413,0
671,41.726465000000005,-87.585413,0
672,41.726465000000005,-87.585413,0
673,41.726465000000005,-87.585413,0
674,41.726465000000005,-87.585413,0
675,41.726465000000005,-87.585413,0
676,41.726465000000005,-87.585413,0
677,41.726465000000005,-87.585413,0
678,41.726465000000005,-87.585413,0
679,41.726465000000005,-87.585413,0
680,41.726465000000005,-87.585413,0
681,41.726465000000005,-87.585413,0
682,41.726465000000005,-87.585413,0
683,41.726465000000005,-87.585413,0
684,41.726465000000005,-87.585413,0
685,41.729669,-87.582699,0
686,41.729669,-87.582699,0
687,41.704572,-87.56566600000001,0
688,41.704572,-87.56566600000001,0
689,41.704572,-87.56566600000001,0
690,41.704572,-87.56566600000001,0
691,41.704572,-87.56566600000001,0
692,41.704572,-87.56566600000001,0
693,41.95469,-87.800991,0
694,41.95469,-87.800991,0
695,41.95469,-87.800991,0
696,41.994991,-87.769279,0
697,41.974089,-87.824812,0
698,41.974089,-87.824812,0
699,41.974089,-87.824812,0
700,41.9216,-87.666455,0
701,41.9216,-87.666455,0
702,41.891118,-87.65449100000001,0
703,41.891118,-87.65449100000001,0
704,41.891118,-87.65449100000001,0
705,41.867108,-87.654224,0
706,41.867108,-87.654224,0
707,41.896282,-87.655232,0
708,41.896282,-87.655232,0
709,41.921965,-87.632085,0
710,41.891126,-87.61156,0
711,41.999128999999996,-87.795585,0
712,42.01743,-87.68776899999999,0
713,42.01743,-87.68776899999999,0
714,41.981964000000005,-87.812827,0
715,41.981964000000005,-87.812827,0
716,41.981964000000005,-87.812827,0
717,41.944869,-87.832763,0
718,41.944869,-87.832763,0
719,42.011601,-87.81150600000001,0
720,41.979243,-87.750938,0
721,41.986921,-87.689778,0
722,41.986921,-87.689778,0
723,41.801497999999995,-87.763416,0
724,41.961743,-87.76007,0
725,41.961743,-87.76007,0
726,41.953067,-87.776792,0
727,41.953067,-87.776792,0
728,41.878114000000004,-87.629798,0
729,41.878114000000004,-87.629798,0
730,41.958271,-87.702575,0
731,41.916265,-87.800515,0
732,41.916265,-87.800515,0
733,41.846075,-87.716277,0
734,41.948167,-87.730698,0
735,41.963976,-87.69181,0
736,41.963976,-87.69181,0
737,41.964242,-87.757639,0
738,41.964242,-87.757639,0
739,41.990284,-87.797127,0
740,41.990284,-87.797127,0
741,42.008314,-87.77792099999999,0
742,42.008314,-87.77792099999999,0
743,41.991429,-87.747113,0
744,41.991429,-87.747113,0
745,41.921177,-87.79518,0
746,41.921177,-87.79518,0
747,41.857402,-87.694991,0
748,41.857402,-87.694991,0
749,41.868142,-87.696269,0
750,41.846283,-87.656913,0
751,41.966986999999996,-87.674677,0
752,41.966986999999996,-87.674677,0
753,41.923738,-87.785288,0
754,42.010412,-87.66214000000001,0
755,41.899229999999996,-87.716788,0
756,41.899229999999996,-87.716788,0
757,41.94016,-87.794896,0
758,41.962728000000006,-87.748367,0
759,41.836644,-87.677737,0
760,41.836644,-87.677737,0
761,41.911823999999996,-87.726737,0
762,41.801179,-87.679447,0
763,41.801179,-87.679447,0
764,41.77166,-87.703047,0
765,41.759346,-87.745602,0
766,41.759346,-87.745602,0
767,41.797616,-87.797894,0
768,41.797616,-87.797894,0
769,41.781416,-87.77653199999999,0
770,41.773215,-87.60088,0
771,41.798697,-87.736812,0
772,41.776156,-87.778927,0
773,41.82561,-87.726549,0
774,41.74785,-87.70271600000001,0
775,41.74785,-87.70271600000001,0
776,41.95469,-87.800991,0
777,41.95469,-87.800991,1
778,41.95469,-87.800991,1
779,41.95469,-87.800991,0
780,41.95469,-87.800991,0
781,41.95469,-87.800991,0
782,41.994991,-87.769279,0
783,41.974089,-87.824812,0
784,41.974089,-87.824812,1
785,41.974089,-87.824812,0
786,41.974089,-87.824812,0
787,41.9216,-87.666455,0
788,41.9216,-87.666455,0
789,41.9216,-87.666455,0
790,41.9216,-87.666455,0
791,41.891118,-87.65449100000001,0
792,41.891118,-87.65449100000001,0
793,41.891118,-87.65449100000001,0
794,41.891118,-87.65449100000001,0
795,41.891118,-87.65449100000001,0
796,41.891118,-87.65449100000001,0
797,41.867108,-87.654224,0
798,41.867108,-87.654224,0
799,41.867108,-87.654224,0
800,41.867108,-87.654224,0
801,41.896282,-87.655232,0
802,41.896282,-87.655232,0
803,41.896282,-87.655232,0
804,41.896282,-87.655232,0
805,41.896282,-87.655232,0
806,41.919343,-87.694259,0
807,41.919343,-87.694259,0
808,41.919343,-87.694259,0
809,41.921965,-87.632085,0
810,41.688324,-87.676709,0
811,41.688324,-87.676709,0
812,41.688324,-87.676709,1
813,41.688324,-87.676709,0
814,41.688324,-87.676709,0
815,41.688324,-87.676709,0
816,41.688324,-87.676709,0
817,41.688324,-87.676709,0
818,41.688324,-87.676709,0
819,41.688324,-87.676709,0
820,41.688324,-87.676709,0
821,41.688324,-87.676709,0
822,41.688324,-87.676709,0
823,41.688324,-87.676709,0
824,41.688324,-87.676709,0
825,41.688324,-87.676709,0
826,41.688324,-87.676709,0
827,41.688324,-87.676709,0
828,41.688324,-87.676709,0
829,41.862292,-87.64886,0
830,41.862292,-87.64886,0
831,41.862292,-87.64886,0
832,41.862292,-87.64886,0
833,41.862292,-87.64886,0
834,41.862292,-87.64886,0
835,41.720848,-87.666014,0
836,41.720848,-87.666014,0
837,41.720848,-87.666014,0
838,41.731922,-87.677512,0
839,41.731922,-87.677512,0
840,41.731922,-87.677512,0
841,41.731922,-87.677512,0
842,41.731922,-87.677512,1
843,41.731922,-87.677512,0
844,41.891126,-87.61156,0
845,41.891126,-87.61156,0
846,41.891126,-87.61156,0
847,41.891126,-87.61156,0
848,41.999128999999996,-87.795585,0
849,41.999128999999996,-87.795585,0
850,41.999128999999996,-87.795585,0
851,41.999128999999996,-87.795585,0
852,41.999128999999996,-87.795585,0
853,42.01743,-87.68776899999999,0
854,42.01743,-87.68776899999999,0
855,42.01743,-87.68776899999999,0
856,42.01743,-87.68776899999999,0
857,42.01743,-87.68776899999999,0
858,41.907645,-87.760886,0
859,41.907645,-87.760886,0
860,41.907645,-87.760886,0
861,41.907645,-87.760886,0
862,41.981964000000005,-87.812827,0
863,41.981964000000005,-87.812827,0
864,41.981964000000005,-87.812827,0
865,41.981964000000005,-87.812827,0
866,41.981964000000005,-87.812827,0
867,41.944869,-87.832763,0
868,41.944869,-87.832763,0
869,41.944869,-87.832763,0
870,41.944869,-87.832763,0
871,41.944869,-87.832763,0
872,42.011601,-87.81150600000001,0
873,42.011601,-87.81150600000001,0
874,42.011601,-87.81150600000001,0
875,42.011601,-87.81150600000001,0
876,42.011601,-87.81150600000001,0
877,42.011601,-87.81150600000001,0
878,41.94983,-87.69845699999999,0
